record_date,department,student_type,date,time_in,time_out
2020/01/06 4:23:36 PM MST,engineering,Undergraduate student,12/5/2019,14:40,
2020/01/06 4:24:11 PM MST,english,Graduate student,12/5/2019,14:40,20:00
2020/01/06 4:24:56 PM MST,pstat / stats / actuarial,Undergraduate student,12/5/2019,15:00,16:00
2020/01/06 4:25:26 PM MST,engineering,Graduate student,12/5/2019,15:05,15:55
2020/01/06 4:25:51 PM MST,bren / environmental studies,Undergraduate student,12/5/2019,15:00,
2020/01/06 4:26:32 PM MST,bren / environmental studies,Undergraduate student,12/5/2019,15:02,
2020/01/06 4:26:52 PM MST,bren / environmental studies,Undergraduate student,12/5/2019,15:10,
2020/01/06 4:27:08 PM MST,bren / environmental studies,Undergraduate student,12/5/2019,15:09,
2020/01/06 4:27:34 PM MST,pstat / stats / actuarial,Undergraduate student,12/5/2019,15:10,
2020/01/06 4:28:12 PM MST,pstat / stats / actuarial,Undergraduate student,12/5/2019,15:15,
2020/01/06 4:34:32 PM MST,biology/eemb/mcdb,Undergraduate student,12/5/2019,15:27,16:44
2020/01/06 4:35:12 PM MST,bren / environmental studies,Undergraduate student,12/5/2019,15:51,17:01
2020/01/06 4:35:38 PM MST,pstat / stats / actuarial,Undergraduate student,12/5/2019,15:50,
2020/01/06 4:36:13 PM MST,geog,Undergraduate student,12/5/2019,15:50,17:10
2020/01/06 4:36:42 PM MST,geog,Undergraduate student,12/5/2019,16:00,16:44
2020/01/06 4:37:11 PM MST,econ,Undergraduate student,12/5/2019,16:44,17:15
2020/01/06 4:37:35 PM MST,pstat / stats / actuarial,Undergraduate student,12/5/2019,16:35,
2020/01/06 4:38:13 PM MST,geog,Undergraduate student,12/5/2019,17:00,17:15
2020/01/06 4:39:48 PM MST,geog,Undergraduate student,12/5/2019,17:10,17:30
2020/01/06 4:40:09 PM MST,bren / environmental studies,Undergraduate student,12/5/2019,17:10,20:00
2020/01/06 4:40:35 PM MST,bren / environmental studies,Undergraduate student,12/5/2019,17:10,20:00
2020/01/06 4:41:41 PM MST,bren / environmental studies,Undergraduate student,12/5/2019,17:45,20:00
2020/01/06 4:42:06 PM MST,bren / environmental studies,Undergraduate student,12/5/2019,17:45,19:48
2020/01/06 4:42:31 PM MST,econ,Undergraduate student,12/5/2019,17:50,18:21
2020/01/06 4:42:59 PM MST,pstat / stats / actuarial,Undergraduate student,12/5/2019,18:23,
2020/01/06 4:43:18 PM MST,physics,Undergraduate student,12/5/2019,19:11,
2020/01/06 4:43:37 PM MST,engineering,Undergraduate student,12/5/2019,19:20,
2020/01/06 4:44:09 PM MST,pstat / stats / actuarial,Undergraduate student,12/5/2019,13:30,17:00
2020/01/06 4:44:41 PM MST,pstat / stats / actuarial,Undergraduate student,12/5/2019,17:30,
2020/01/06 1:50:57 PM MST,ece,Undergraduate student,12/6/2019,9:43,10:00
2020/01/06 1:51:19 PM MST,computer science,Undergraduate student,12/6/2019,10:23,17:00
2020/01/06 1:51:41 PM MST,engineering,Graduate student,12/6/2019,12:00,
2020/01/06 1:52:13 PM MST,engineering,Undergraduate student,12/6/2019,13:00,14:00
2020/01/06 1:52:29 PM MST,math,Undergraduate student,12/6/2019,15:00,16:55
2020/01/06 1:52:53 PM MST,geog,Undergraduate student,12/6/2019,13:00,
2020/01/06 1:53:12 PM MST,computer science,Undergraduate student,12/6/2019,13:10,13:54
2020/01/06 1:53:30 PM MST,econ,Undergraduate student,12/6/2019,13:15,13:52
2020/01/06 1:53:46 PM MST,sociology,Undergraduate student,12/6/2019,13:15,17:00
2020/01/06 1:54:02 PM MST,geog,Undergraduate student,12/6/2019,13:35,17:00
2020/01/06 1:55:13 PM MST,math,Undergraduate student,12/6/2019,13:56,16:55
2020/01/06 1:55:36 PM MST,math,Undergraduate student,12/6/2019,14:04,16:55
2020/01/06 1:55:54 PM MST,math,Undergraduate student,12/6/2019,14:00,16:55
2020/01/06 1:56:15 PM MST,geog,Undergraduate student,12/6/2019,14:00,17:00
2020/01/06 1:56:32 PM MST,chemistry,Undergraduate student,12/6/2019,14:45,
2020/01/06 1:56:51 PM MST,pstat / stats / actuarial,Undergraduate student,12/6/2019,15:00,17:00
2020/01/06 1:57:05 PM MST,econ,Undergraduate student,12/6/2019,15:10,16:00
2020/01/06 1:57:23 PM MST,biology/eemb/mcdb,Undergraduate student,12/6/2019,15:15,
2020/01/06 1:57:40 PM MST,geog,Undergraduate student,12/6/2019,15:23,16:15
2020/01/06 1:58:38 PM MST,geog,Undergraduate student,12/6/2019,12:10,15:10
2020/01/06 4:45:09 PM MST,pstat / stats / actuarial,Undergraduate student,12/6/2019,16:43,18:43
2020/01/06 1:57:53 PM MST,pstat / stats / actuarial,Undergraduate student,12/7/2019,12:00,
2020/01/06 1:58:50 PM MST,pstat / stats / actuarial,Undergraduate student,12/7/2019,15:15,
2020/01/06 1:59:28 PM MST,econ,Undergraduate student,12/7/2019,12:30,16:00
2020/01/06 1:59:45 PM MST,geog,Undergraduate student,12/7/2019,12:30,15:00
2020/01/06 2:00:00 PM MST,computer science,Undergraduate student,12/7/2019,12:30,14:00
2020/01/06 2:00:23 PM MST,computer science,Undergraduate student,12/7/2019,12:45,
2020/01/06 2:00:39 PM MST,anth,Undergraduate student,12/7/2019,13:45,
2020/01/06 2:00:53 PM MST,geog,Graduate student,12/7/2019,14:00,
2020/01/06 2:01:13 PM MST,anth,Undergraduate student,12/7/2019,14:03,16:49
2020/01/06 2:01:31 PM MST,pstat / stats / actuarial,Undergraduate student,12/7/2019,14:33,
2020/01/06 2:01:44 PM MST,math,Undergraduate student,12/7/2019,14:37,
2020/01/06 2:04:21 PM MST,psychology,Undergraduate student,12/7/2019,17:07,
2020/01/06 2:04:34 PM MST,pstat / stats / actuarial,Undergraduate student,12/7/2019,16:00,
2020/01/06 2:04:52 PM MST,computer science,Undergraduate student,12/7/2019,12:00,18:45
2020/01/06 2:05:06 PM MST,geog,Undergraduate student,12/7/2019,12:05,
2020/01/06 2:09:15 PM MST,communication,Undergraduate student,12/7/2019,13:04,
2020/01/06 2:09:37 PM MST,psychology,Undergraduate student,12/7/2019,13:34,
2020/01/06 2:09:51 PM MST,pstat / stats / actuarial,Undergraduate student,12/7/2019,13:38,18:36
2020/01/06 2:10:11 PM MST,econ,Undergraduate student,12/7/2019,13:38,18:36
2020/01/06 2:10:32 PM MST,pstat / stats / actuarial,Undergraduate student,12/7/2019,13:39,18:36
2020/01/06 2:11:02 PM MST,bren / environmental studies,Undergraduate student,12/7/2019,13:45,15:30
2020/01/06 2:11:26 PM MST,math,Undergraduate student,12/7/2019,13:57,
2020/01/06 2:11:43 PM MST,computer science,Undergraduate student,12/7/2019,14:00,
2020/01/06 2:11:56 PM MST,anth,Undergraduate student,12/7/2019,12:15,18:30
2020/01/06 2:05:40 PM MST,pstat / stats / actuarial,Undergraduate student,12/8/2019,12:00,18:45
2020/01/06 2:05:58 PM MST,pstat / stats / actuarial,Undergraduate student,12/8/2019,12:50,17:00
2020/01/06 2:06:31 PM MST,computer science,Undergraduate student,12/8/2019,12:50,13:10
2020/01/06 2:06:54 PM MST,pstat / stats / actuarial,Undergraduate student,12/8/2019,12:50,14:50
2020/01/06 2:07:08 PM MST,pstat / stats / actuarial,Undergraduate student,12/8/2019,12:50,14:50
2020/01/06 2:07:29 PM MST,math,Undergraduate student,12/8/2019,12:50,15:00
2020/01/06 2:07:41 PM MST,econ,Undergraduate student,12/8/2019,13:00,17:00
2020/01/06 2:08:07 PM MST,pstat / stats / actuarial,Graduate student,12/8/2019,13:00,18:10
2020/01/06 2:12:21 PM MST,physics,Undergraduate student,12/8/2019,14:15,18:30
2020/01/06 2:12:34 PM MST,bren / environmental studies,Undergraduate student,12/8/2019,14:15,18:00
2020/01/06 2:12:46 PM MST,pstat / stats / actuarial,Undergraduate student,12/8/2019,14:17,
2020/01/06 2:13:49 PM MST,computer science,Undergraduate student,12/8/2019,15:00,
2020/01/06 2:14:06 PM MST,geog,Graduate student,12/8/2019,15:00,16:05
2020/01/06 2:14:19 PM MST,bren / environmental studies,Undergraduate student,12/8/2019,15:00,18:00
2020/01/06 2:14:33 PM MST,pstat / stats / actuarial,Undergraduate student,12/8/2019,15:00,17:36
2020/01/06 2:14:52 PM MST,bren / environmental studies,Undergraduate student,12/8/2019,15:00,18:00
2020/01/06 2:15:12 PM MST,econ,Undergraduate student,12/8/2019,14:57,
2020/01/06 2:15:30 PM MST,pstat / stats / actuarial,Undergraduate student,12/8/2019,15:00,
2020/01/06 2:15:42 PM MST,pstat / stats / actuarial,Undergraduate student,12/8/2019,15:00,
2020/01/06 2:15:57 PM MST,ece,Graduate student,12/8/2019,15:30,17:30
2020/01/06 2:16:16 PM MST,bren / environmental studies,Undergraduate student,12/8/2019,15:40,20:00
2020/01/06 2:16:31 PM MST,pstat / stats / actuarial,Undergraduate student,12/8/2019,16:00,
2020/01/06 2:16:47 PM MST,physics,Undergraduate student,12/8/2019,16:00,18:10
2020/01/06 2:17:00 PM MST,pstat / stats / actuarial,Undergraduate student,12/8/2019,4:20,
2020/01/06 2:25:55 PM MST,bren / environmental studies,Undergraduate student,12/8/2019,16:27,19:23
2020/01/06 2:26:08 PM MST,anth,Undergraduate student,12/8/2019,16:30,18:30
2020/01/06 2:26:28 PM MST,bren / environmental studies,Undergraduate student,12/8/2019,16:45,19:23
2020/01/06 2:26:40 PM MST,bren / environmental studies,Undergraduate student,12/8/2019,17:00,19:23
2020/01/06 2:27:01 PM MST,bren / environmental studies,Undergraduate student,12/8/2019,17:00,19:23
2020/01/06 2:27:15 PM MST,pstat / stats / actuarial,Undergraduate student,12/8/2019,18:10,18:40
2020/01/06 2:27:30 PM MST,engineering,Graduate student,12/8/2019,18:30,
2020/02/14 2:08:39 PM MST,geog,Graduate student,12/8/2019,12:51,
2020/01/06 1:24:52 PM MST,math,Undergraduate student,12/9/2019,16:32,18:12
2020/01/06 1:27:00 PM MST,earth sciences,Undergraduate student,12/9/2019,17:00,18:00
2020/01/06 1:27:29 PM MST,math,Undergraduate student,12/9/2019,17:00,18:42
2020/01/06 1:28:18 PM MST,pstat / stats / actuarial,Undergraduate student,12/9/2019,17:10,17:22
2020/01/06 1:29:52 PM MST,earth sciences,Undergraduate student,12/9/2019,17:33,
2020/01/06 1:30:27 PM MST,bren / environmental studies,Undergraduate student,12/9/2019,17:33,
2020/01/06 1:30:54 PM MST,bren / environmental studies,Undergraduate student,12/9/2019,17:40,
2020/01/06 1:38:48 PM MST,geog,Undergraduate student,12/9/2019,13:00,14:00
2020/01/06 1:39:50 PM MST,pstat / stats / actuarial,Undergraduate student,12/9/2019,13:00,17:50
2020/01/06 1:40:21 PM MST,poli sci,Undergraduate student,12/9/2019,13:00,17:50
2020/01/06 1:41:25 PM MST,biology/eemb/mcdb,Undergraduate student,12/9/2019,13:30,
2020/01/06 1:41:43 PM MST,biology/eemb/mcdb,Undergraduate student,12/9/2019,13:30,18:30
2020/01/06 1:42:28 PM MST,pstat / stats / actuarial,Undergraduate student,12/9/2019,13:40,15:10
2020/01/06 1:42:43 PM MST,econ,Undergraduate student,12/9/2019,13:30,17:00
2020/01/06 1:43:01 PM MST,pstat / stats / actuarial,Graduate student,12/9/2019,14:00,14:45
2020/01/06 1:43:18 PM MST,econ,Undergraduate student,12/9/2019,14:15,15:28
2020/01/06 1:43:35 PM MST,pstat / stats / actuarial,Undergraduate student,12/9/2019,14:20,15:30
2020/01/06 1:43:59 PM MST,pstat / stats / actuarial,Undergraduate student,12/9/2019,14:45,18:00
2020/01/06 1:44:31 PM MST,geog,Undergraduate student,12/9/2019,15:07,
2020/01/06 1:46:47 PM MST,math,Undergraduate student,12/9/2019,15:10,18:42
2020/01/06 1:47:01 PM MST,geog,Undergraduate student,12/9/2019,15:15,
2020/01/06 1:47:20 PM MST,engineering,Undergraduate student,12/9/2019,15:32,
2020/01/06 1:47:34 PM MST,bren / environmental studies,Undergraduate student,12/9/2019,15:35,
2020/01/06 1:47:50 PM MST,bren / environmental studies,Undergraduate student,12/9/2019,16:00,
2020/01/06 1:48:17 PM MST,pstat / stats / actuarial,Undergraduate student,12/9/2019,16:02,19:14
2020/01/06 1:48:36 PM MST,pstat / stats / actuarial,Undergraduate student,12/9/2019,16:02,
2020/01/06 1:48:47 PM MST,pstat / stats / actuarial,Undergraduate student,12/9/2019,16:02,
2020/01/06 1:49:06 PM MST,computer science,Undergraduate student,12/9/2019,16:00,18:20
2020/01/06 1:49:29 PM MST,history,Undergraduate student,12/9/2019,16:00,17:50
2020/01/06 1:50:03 PM MST,engineering,Graduate student,12/9/2019,16:20,
2020/01/21 6:00:48 PM MST,econ,Undergraduate student,12/9/2019,12:00,
2020/01/21 6:01:08 PM MST,pstat / stats / actuarial,Undergraduate student,12/9/2019,12:15,13:50
2020/01/21 6:01:38 PM MST,earth sciences,Undergraduate student,12/9/2019,12:15,15:00
2020/01/21 6:02:02 PM MST,econ,Undergraduate student,12/9/2019,12:45,
2020/01/21 6:02:24 PM MST,math,Undergraduate student,12/9/2019,12:35,13:50
2020/01/21 6:02:38 PM MST,math,Undergraduate student,12/9/2019,12:35,13:50
2020/01/21 6:02:52 PM MST,math,Undergraduate student,12/9/2019,12:35,
2020/01/21 6:03:11 PM MST,geog,Graduate student,12/9/2019,12:40,
2020/01/21 6:03:30 PM MST,math,Undergraduate student,12/9/2019,12:44,
2020/01/21 6:03:48 PM MST,math,Undergraduate student,12/9/2019,12:48,13:50
2020/01/21 6:04:06 PM MST,math,Undergraduate student,12/9/2019,12:48,13:50
2020/01/21 6:04:23 PM MST,econ,Undergraduate student,12/9/2019,13:00,
2020/01/06 1:31:41 PM MST,psychology,Undergraduate student,12/10/2019,17:45,
2020/01/06 1:32:18 PM MST,bren / environmental studies,Undergraduate student,12/10/2019,14:00,15:00
2020/01/06 1:32:38 PM MST,pstat / stats / actuarial,Undergraduate student,12/10/2019,14:20,
2020/01/06 1:32:54 PM MST,math,Undergraduate student,12/10/2019,14:20,
2020/01/06 1:33:10 PM MST,econ,Undergraduate student,12/10/2019,14:30,
2020/01/06 1:33:47 PM MST,biology/eemb/mcdb,Undergraduate student,12/10/2019,12:00,
2020/01/06 1:34:05 PM MST,pstat / stats / actuarial,Undergraduate student,12/10/2019,12:02,
2020/01/06 1:34:23 PM MST,earth sciences,Undergraduate student,12/10/2019,12:20,
2020/01/06 1:34:44 PM MST,psychology,Undergraduate student,12/10/2019,12:30,
2020/01/06 1:35:00 PM MST,econ,Undergraduate student,12/10/2019,12:35,
2020/01/06 1:35:17 PM MST,earth sciences,Undergraduate student,12/10/2019,12:35,15:00
2020/01/06 1:36:07 PM MST,history,Undergraduate student,12/10/2019,13:04,
2020/01/06 1:36:19 PM MST,econ,Undergraduate student,12/10/2019,13:00,19:00
2020/01/06 1:36:41 PM MST,pstat / stats / actuarial,Undergraduate student,12/10/2019,13:07,15:30
2020/01/06 1:37:01 PM MST,pstat / stats / actuarial,Undergraduate student,12/10/2019,13:20,
2020/01/06 1:37:22 PM MST,pstat / stats / actuarial,Undergraduate student,12/10/2019,13:30,
2020/01/06 2:28:00 PM MST,bren / environmental studies,Undergraduate student,12/10/2019,19:35,
2020/01/21 6:04:53 PM MST,pstat / stats / actuarial,Undergraduate student,12/10/2019,14:50,15:00
2020/01/21 6:05:05 PM MST,pstat / stats / actuarial,Graduate student,12/10/2019,15:00,
2020/01/21 6:05:24 PM MST,geog,Undergraduate student,12/10/2019,15:00,
2020/01/21 6:05:55 PM MST,psychology,Undergraduate student,12/10/2019,15:10,
2020/01/21 6:06:08 PM MST,computer science,Undergraduate student,12/10/2019,15:21,
2020/01/21 6:06:24 PM MST,biology/eemb/mcdb,Undergraduate student,12/10/2019,15:38,
2020/01/21 6:06:41 PM MST,pstat / stats / actuarial,Undergraduate student,12/10/2019,15:32,17:50
2020/01/21 6:07:00 PM MST,pstat / stats / actuarial,Undergraduate student,12/10/2019,15:32,17:50
2020/01/21 6:07:53 PM MST,earth sciences,Undergraduate student,12/10/2019,16:03,
2020/01/21 6:08:27 PM MST,earth sciences,Undergraduate student,12/10/2019,16:11,
2020/01/21 6:08:43 PM MST,earth sciences,Undergraduate student,12/10/2019,16:11,
2020/01/21 6:09:05 PM MST,earth sciences,Undergraduate student,12/10/2019,16:12,18:52
2020/01/21 6:09:31 PM MST,earth sciences,Undergraduate student,12/10/2019,16:15,
2020/01/21 6:09:53 PM MST,bren / environmental studies,Undergraduate student,12/10/2019,16:17,19:42
2020/01/21 6:10:10 PM MST,econ,Undergraduate student,12/10/2019,16:20,
2020/01/21 6:10:20 PM MST,econ,Undergraduate student,12/10/2019,16:30,
2020/01/21 6:10:38 PM MST,bren / environmental studies,Undergraduate student,12/10/2019,17:02,
2020/01/21 6:10:51 PM MST,econ,Undergraduate student,12/10/2019,17:05,
2020/01/21 6:11:05 PM MST,bren / environmental studies,Undergraduate student,12/10/2019,18:00,20:00
2020/01/21 6:11:19 PM MST,earth sciences,Undergraduate student,12/10/2019,18:20,20:00
2020/01/21 6:11:36 PM MST,earth sciences,Undergraduate student,12/10/2019,19:33,
2020/01/21 6:15:56 PM MST,earth sciences,Undergraduate student,12/10/2019,12:39,13:45
2020/01/21 7:15:56 PM MST,N/A,Staff,12/10/2019,14:00,15:05
2020/01/21 7:16:11 PM MST,pstat / stats / actuarial,Undergraduate student,12/10/2019,16:30,19:40
2020/01/21 7:16:28 PM MST,econ,Undergraduate student,12/10/2019,14:00,
2020/01/21 7:16:42 PM MST,earth sciences,Undergraduate student,12/10/2019,14:45,19:55
2020/01/21 6:15:02 PM MST,bren / environmental studies,Undergraduate student,12/11/2019,12:22,13:45
2020/01/21 6:15:16 PM MST,earth sciences,Undergraduate student,12/11/2019,12:33,13:45
2020/01/21 6:15:31 PM MST,earth sciences,Undergraduate student,12/11/2019,12:36,13:35
2020/01/21 6:16:12 PM MST,earth sciences,Undergraduate student,12/11/2019,12:41,13:35
2020/01/21 6:16:40 PM MST,earth sciences,Undergraduate student,12/11/2019,14:00,15:15
2020/01/21 6:16:58 PM MST,math,Undergraduate student,12/11/2019,13:11,
2020/01/21 6:17:13 PM MST,math,Undergraduate student,12/11/2019,13:11,
2020/01/21 6:17:37 PM MST,earth sciences,Undergraduate student,12/11/2019,13:20,19:00
2020/01/21 6:17:51 PM MST,earth sciences,Undergraduate student,12/11/2019,13:20,15:17
2020/01/21 6:18:09 PM MST,pstat / stats / actuarial,Undergraduate student,12/11/2019,13:48,
2020/01/21 7:16:57 PM MST,pstat / stats / actuarial,Graduate student,12/11/2019,14:00,
2020/01/21 7:17:13 PM MST,psychology,Undergraduate student,12/11/2019,14:05,
2020/01/21 7:17:41 PM MST,engineering,Undergraduate student,12/11/2019,15:00,
2020/01/21 7:17:54 PM MST,pstat / stats / actuarial,Undergraduate student,12/11/2019,15:30,
2020/01/21 7:18:13 PM MST,ece,Graduate student,12/11/2019,15:30,16:45
2020/01/21 7:18:31 PM MST,pstat / stats / actuarial,Undergraduate student,12/11/2019,15:30,17:00
2020/01/21 7:18:43 PM MST,pstat / stats / actuarial,Undergraduate student,12/11/2019,15:30,17:00
2020/01/21 7:20:23 PM MST,econ,Undergraduate student,12/11/2019,15:45,19:30
2020/01/21 7:21:37 PM MST,econ,Undergraduate student,12/11/2019,15:45,19:30
2020/01/21 7:21:54 PM MST,pstat / stats / actuarial,Graduate student,12/11/2019,17:00,
2020/01/21 7:22:36 PM MST,econ,Undergraduate student,12/11/2019,17:00,
2020/01/21 7:22:57 PM MST,econ,Undergraduate student,12/12/2019,12:15,13:30
2020/01/21 7:23:09 PM MST,econ,Undergraduate student,12/12/2019,12:15,
2020/01/21 7:23:23 PM MST,econ,Undergraduate student,12/12/2019,12:25,15:39
2020/01/21 7:24:15 PM MST,econ,Undergraduate student,12/12/2019,12:32,15:39
2020/01/21 7:24:33 PM MST,econ,Undergraduate student,12/12/2019,12:33,15:30
2020/01/21 7:24:51 PM MST,econ,Undergraduate student,12/12/2019,12:33,
2020/01/21 7:25:02 PM MST,econ,Undergraduate student,12/12/2019,12:33,15:30
2020/01/21 7:25:19 PM MST,pstat / stats / actuarial,Undergraduate student,12/12/2019,13:45,
2020/01/21 7:25:34 PM MST,pstat / stats / actuarial,Undergraduate student,12/12/2019,13:45,
2020/01/21 7:25:45 PM MST,ece,Graduate student,12/12/2019,13:50,
2020/01/29 1:30:14 PM MST,econ,Undergraduate student,12/12/2019,15:00,
2020/01/29 1:30:29 PM MST,chemistry,Undergraduate student,12/12/2019,15:30,
2020/01/29 1:31:07 PM MST,chemistry,Undergraduate student,12/12/2019,17:30,
2020/01/29 1:31:25 PM MST,econ,Undergraduate student,12/12/2019,15:00,
2020/01/29 1:31:38 PM MST,econ,Undergraduate student,12/12/2019,15:00,
2020/01/29 1:31:49 PM MST,econ,Undergraduate student,12/12/2019,15:00,
2020/01/29 1:32:07 PM MST,computer science,Undergraduate student,12/12/2019,15:40,
2019/11/22 5:37:02 PM MST,math,Undergraduate student,12/20/2019,14:57,19:05
