record_date,department,student_type,date,time_in,time_out
2020/03/11 1:11:59 PM MDT,econ,Undergraduate student,3/9/2020,18:35,19:40
2020/03/11 1:12:23 PM MDT,econ,Undergraduate student,3/9/2020,18:30,19:40
2020/03/11 1:12:34 PM MDT,econ,Undergraduate student,3/9/2020,18:30,13:50
2020/03/11 1:12:57 PM MDT,geog,Undergraduate student,3/10/2020,12:57,13:50
2020/03/11 1:13:16 PM MDT,geog,Undergraduate student,3/10/2020,12:57,
2020/03/11 1:13:48 PM MDT,biology/eemb/mcdb,Undergraduate student,3/10/2020,13:20,
2020/03/11 1:13:57 PM MDT,biology/eemb/mcdb,Undergraduate student,3/10/2020,13:20,
2020/03/11 1:14:14 PM MDT,geog,Undergraduate student,3/10/2020,14:01,
2020/03/11 1:14:28 PM MDT,pstat / stats / actuarial,Graduate student,3/10/2020,14:00,
2020/03/11 1:14:39 PM MDT,pstat / stats / actuarial,Graduate student,3/10/2020,14:00,
2020/03/11 1:14:55 PM MDT,pstat / stats / actuarial,Undergraduate student,3/10/2020,14:12,14:28
2020/03/11 1:15:19 PM MDT,pstat / stats / actuarial,Undergraduate student,3/10/2020,14:20,20:00
2020/03/11 1:15:33 PM MDT,geog,Undergraduate student,3/10/2020,14:25,17:40
2020/03/11 1:15:46 PM MDT,ece,Graduate student,3/10/2020,14:35,19:33
2020/03/11 1:16:20 PM MDT,film & media,Undergraduate student,3/10/2020,15:16,19:33
2020/03/11 1:16:32 PM MDT,film & media,Undergraduate student,3/10/2020,15:16,19:33
2020/03/11 1:16:46 PM MDT,film & media,Undergraduate student,3/10/2020,15:16,19:33
2020/03/11 1:16:59 PM MDT,film & media,Undergraduate student,3/10/2020,15:16,20:00
2020/03/11 1:17:16 PM MDT,film & media,Undergraduate student,3/10/2020,15:24,19:33
2020/03/11 1:17:30 PM MDT,film & media,Undergraduate student,3/10/2020,15:35,
2020/03/11 1:17:42 PM MDT,geog,Undergraduate student,3/10/2020,16:00,16:39
2020/03/11 1:17:58 PM MDT,biology/eemb/mcdb,Undergraduate student,3/10/2020,16:09,19:50
2020/03/11 1:18:13 PM MDT,econ,Undergraduate student,3/10/2020,18:45,19:57
2020/03/11 1:18:28 PM MDT,biology/eemb/mcdb,Undergraduate student,3/10/2020,18:50,19:57
2020/03/11 1:18:42 PM MDT,econ,Undergraduate student,3/10/2020,18:50,
2020/03/11 1:18:56 PM MDT,geog,Undergraduate student,3/10/2020,18:50,12:50
2020/03/12 8:30:21 PM MDT,econ,Undergraduate student,3/11/2020,12:00,12:40
2020/03/12 8:30:40 PM MDT,econ,Undergraduate student,3/11/2020,12:20,14:00
2020/03/12 8:30:54 PM MDT,bren / environmental studies,Undergraduate student,3/11/2020,12:20,15:45
2020/03/12 8:31:09 PM MDT,econ,Undergraduate student,3/11/2020,13:18,
2020/03/12 8:31:23 PM MDT,pstat / stats / actuarial,Undergraduate student,3/11/2020,13:30,
2020/03/12 8:31:38 PM MDT,geog,Undergraduate student,3/11/2020,13:30,
2020/03/12 8:31:55 PM MDT,pstat / stats / actuarial,Undergraduate student,3/11/2020,13:30,15:00
2020/03/12 8:32:11 PM MDT,pstat / stats / actuarial,Undergraduate student,3/11/2020,13:30,17:00
2020/03/12 8:32:32 PM MDT,pstat / stats / actuarial,Undergraduate student,3/11/2020,13:55,
2020/03/12 8:32:46 PM MDT,chemistry,Undergraduate student,3/11/2020,14:10,17:36
2020/03/12 8:33:06 PM MDT,psychology,Undergraduate student,3/11/2020,14:10,
2020/03/12 8:33:19 PM MDT,math,Undergraduate student,3/11/2020,14:15,15:10
2020/03/12 8:33:41 PM MDT,biology/eemb/mcdb,Undergraduate student,3/11/2020,14:30,17:00
2020/03/12 8:33:58 PM MDT,biology/eemb/mcdb,Undergraduate student,3/11/2020,14:30,15:15
2020/03/12 8:34:21 PM MDT,english,Undergraduate student,3/11/2020,14:45,16:40
2020/03/12 8:34:39 PM MDT,ece,Graduate student,3/11/2020,15:25,
2020/03/12 8:34:51 PM MDT,biology/eemb/mcdb,Undergraduate student,3/11/2020,15:30,
2020/03/12 8:35:04 PM MDT,english,Undergraduate student,3/11/2020,15:30,
2020/03/12 8:35:25 PM MDT,bren / environmental studies,Undergraduate student,3/11/2020,15:30,
2020/03/12 8:35:36 PM MDT,pstat / stats / actuarial,Undergraduate student,3/11/2020,15:30,17:00
2020/03/12 8:35:48 PM MDT,sociology,Graduate student,3/11/2020,16:00,19:59
2020/03/12 8:36:12 PM MDT,computer science,Undergraduate student,3/11/2020,18:00,20:00
2020/03/12 8:36:26 PM MDT,biology/eemb/mcdb,Undergraduate student,3/11/2020,18:00,19:55
2020/03/12 8:36:51 PM MDT,film & media,Undergraduate student,3/11/2020,18:05,
2020/03/12 8:37:05 PM MDT,bren / environmental studies,Undergraduate student,3/11/2020,18:05,
2020/03/12 8:37:26 PM MDT,pstat / stats / actuarial,Undergraduate student,3/11/2020,18:10,19:53
2020/03/12 8:37:40 PM MDT,sociology,Graduate student,3/11/2020,18:33,19:55
2020/03/12 8:38:03 PM MDT,pstat / stats / actuarial,Undergraduate student,3/11/2020,18:45,19:55
2020/03/12 8:38:18 PM MDT,film & media,Undergraduate student,3/11/2020,19:05,19:55
2020/03/12 8:38:33 PM MDT,film & media,Undergraduate student,3/11/2020,19:05,19:55
2020/03/12 8:38:47 PM MDT,film & media,Undergraduate student,3/11/2020,19:05,
2020/03/16 1:23:48 PM MDT,biology/eemb/mcdb,Undergraduate student,3/12/2020,12:20,
2020/03/16 1:24:06 PM MDT,biology/eemb/mcdb,Undergraduate student,3/12/2020,12:30,
2020/03/16 1:24:21 PM MDT,poli sci,Graduate student,3/12/2020,14:00,14:06
2020/03/16 1:24:34 PM MDT,sociology,Undergraduate student,3/12/2020,14:05,14:15
2020/03/16 1:24:51 PM MDT,sociology,Undergraduate student,3/12/2020,14:14,20:00
2020/03/16 1:25:23 PM MDT,art,Undergraduate student,3/12/2020,14:57,20:00
2020/03/16 1:25:34 PM MDT,chemistry,Undergraduate student,3/12/2020,15:00,
2020/03/16 1:25:46 PM MDT,geog,Undergraduate student,3/12/2020,15:25,20:00
2020/03/16 1:26:01 PM MDT,pstat / stats / actuarial,Undergraduate student,3/12/2020,15:38,
2020/03/16 1:26:36 PM MDT,math,Undergraduate student,3/12/2020,16:10,
2020/03/16 1:26:49 PM MDT,geog,Undergraduate student,3/12/2020,17:06,
2020/03/16 1:26:17 PM MDT,math,Undergraduate student,3/13/2020,16:10,17:02
2020/03/16 1:27:10 PM MDT,biology/eemb/mcdb,Undergraduate student,3/13/2020,12:00,12:40
2020/03/16 1:27:22 PM MDT,biology/eemb/mcdb,Undergraduate student,3/13/2020,12:05,18:50
2020/03/16 1:27:38 PM MDT,earth sciences,Undergraduate student,3/13/2020,12:10,14:00
2020/03/16 1:27:55 PM MDT,econ,Undergraduate student,3/13/2020,13:00,16:31
2020/03/16 1:28:10 PM MDT,econ,Graduate student,3/13/2020,13:20,
2020/03/16 1:28:23 PM MDT,ece,Graduate student,3/13/2020,14:00,16:44
2020/03/16 1:28:40 PM MDT,sociology,Graduate student,3/13/2020,14:05,16:36
2020/03/16 1:28:59 PM MDT,psychology,Undergraduate student,3/13/2020,14:25,
2020/03/16 1:29:38 PM MDT,history,Undergraduate student,3/13/2020,14:37,17:00
2020/03/16 1:29:58 PM MDT,physics,Undergraduate student,3/13/2020,14:46,16:18
2020/03/16 1:30:11 PM MDT,econ,Undergraduate student,3/13/2020,15:22,14:41
2020/03/16 1:31:22 PM MDT,biology/eemb/mcdb,Undergraduate student,3/14/2020,12:15,17:00
2020/03/16 1:31:41 PM MDT,chemistry,Undergraduate student,3/14/2020,13:10,15:12
2020/03/16 1:31:59 PM MDT,biology/eemb/mcdb,Undergraduate student,3/14/2020,13:10,17:00
2020/03/16 1:32:16 PM MDT,physics,Undergraduate student,3/14/2020,13:27,17:00
2020/03/16 1:32:34 PM MDT,physics,Undergraduate student,3/14/2020,14:49,15:35
2020/03/16 1:32:49 PM MDT,biology/eemb/mcdb,Undergraduate student,3/15/2020,12:25,15:48
2020/03/16 1:33:06 PM MDT,econ,Undergraduate student,3/15/2020,14:18,15:48
2020/03/16 1:33:31 PM MDT,econ,Undergraduate student,3/15/2020,14:40,17:48
2020/03/16 1:33:54 PM MDT,econ,Undergraduate student,3/15/2020,15:11,
2020/03/16 1:34:06 PM MDT,biology/eemb/mcdb,Undergraduate student,3/15/2020,17:20,
2020/02/20 8:21:14 PM MST,communication,Undergraduate student,3/16/2020,12:51,15:10
2020/03/18 1:01:30 PM MDT,physics,Undergraduate student,3/16/2020,14:30,18:00
2020/03/18 1:01:49 PM MDT,ece,Graduate student,3/16/2020,16:43,18:00
2020/03/18 1:02:11 PM MDT,sociology,Graduate student,3/16/2020,15:20,18:00
2020/03/19 4:56:21 PM MDT,ece,Graduate student,3/18/2020,15:00,18:00
2020/03/19 4:56:35 PM MDT,sociology,Graduate student,3/18/2020,16:12,
